job,marital,education,default,housing,loan,contact,day,month,poutcome,hubo_contacto_?,age,balance_log,campaign_log,pdays_dias_transcurridos_log,previous_log,get_account_?
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,40,8.184792654165078,1.0986122886681098,0.0,0.0,no
self-employed,single,tertiary,no,no,no,cellular,4,may,no_aporto_esta_informacion,no,26,8.404696160189092,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,11,jul,no_aporto_esta_informacion,no,34,8.08394570229562,0.6931471805599453,0.0,0.0,no
no_aporto_esta_informacion,married,no_aporto_esta_informacion,no,no,no,cellular,9,jul,failure,yes,50,8.261784679514752,0.6931471805599453,6.52795791762255,1.9459101490553128,yes
no_aporto_esta_informacion,divorced,tertiary,no,no,no,cellular,22,aug,no_aporto_esta_informacion,no,31,8.146709052203319,2.302585092994046,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,35,8.297792626380861,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,no,yes,cellular,14,may,no_aporto_esta_informacion,no,55,7.761744984658913,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,29,aug,no_aporto_esta_informacion,no,34,8.134760782418645,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,no,no,cellular,30,nov,no_aporto_esta_informacion,no,58,8.898638793680181,1.6094379124341005,0.0,0.0,no
management,single,tertiary,no,yes,no,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,50,8.264105763728956,2.19722457733622,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,31,8.118207049405783,1.0986122886681098,0.0,0.0,no
admin.,divorced,secondary,no,no,yes,cellular,23,jul,no_aporto_esta_informacion,no,47,8.146419323098003,0.6931471805599453,0.0,0.0,no
self-employed,single,tertiary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,38,8.350429973538136,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,29,jan,no_aporto_esta_informacion,no,46,8.270781013162674,1.3862943611198906,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,42,8.24800570160062,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,14,may,no_aporto_esta_informacion,no,34,8.675392806089782,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,telephone,17,feb,no_aporto_esta_informacion,no,37,9.067624069774588,1.6094379124341005,0.0,0.0,yes
student,single,tertiary,no,no,no,cellular,27,feb,no_aporto_esta_informacion,no,38,8.324093761450404,1.0986122886681098,0.0,0.0,no
retired,married,secondary,no,yes,no,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,59,9.494842393421331,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,30,jan,no_aporto_esta_informacion,no,32,8.106212902619962,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,55,8.25712628599743,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,31,jul,no_aporto_esta_informacion,no,35,8.187299270155147,3.9318256327243257,0.0,0.0,no
management,divorced,tertiary,no,no,yes,cellular,28,jul,no_aporto_esta_informacion,no,56,8.08825472712243,1.9459101490553128,0.0,0.0,no
admin.,married,secondary,yes,yes,no,cellular,14,jul,no_aporto_esta_informacion,no,27,7.936660155225426,1.3862943611198906,0.0,0.0,no
unemployed,single,secondary,no,yes,no,cellular,30,jul,no_aporto_esta_informacion,no,42,8.687442166975924,1.9459101490553128,0.0,0.0,no
student,married,no_aporto_esta_informacion,no,no,no,telephone,31,jul,no_aporto_esta_informacion,no,42,8.104099056143582,1.9459101490553128,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,41,8.106212902619962,1.3862943611198906,0.0,0.0,no
retired,divorced,secondary,yes,no,yes,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,53,8.043984431221553,0.6931471805599453,0.0,0.0,no
retired,married,primary,no,no,no,cellular,16,apr,no_aporto_esta_informacion,no,67,8.633374945705647,0.6931471805599453,0.0,0.0,no
housemaid,married,primary,no,no,yes,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,53,8.137103389639302,0.6931471805599453,0.0,0.0,yes
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,33,8.16223106548118,1.0986122886681098,0.0,0.0,no
technician,single,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,31,8.296297112642508,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,18,jul,no_aporto_esta_informacion,no,31,8.168202930236053,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,11,aug,no_aporto_esta_informacion,no,30,8.555836815008442,1.791759469228055,0.0,0.0,no
blue-collar,married,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,48,8.144969417087875,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,25,aug,no_aporto_esta_informacion,no,30,8.157657015196472,1.6094379124341005,0.0,0.0,no
technician,single,tertiary,yes,no,no,cellular,29,aug,no_aporto_esta_informacion,no,43,8.106212902619962,1.6094379124341005,0.0,0.0,no
management,divorced,tertiary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,38,8.954156966583772,0.6931471805599453,0.0,0.0,no
unemployed,married,secondary,no,yes,no,cellular,12,aug,no_aporto_esta_informacion,no,46,8.831711917821577,1.0986122886681098,0.0,0.0,no
blue-collar,divorced,secondary,no,no,no,cellular,15,may,no_aporto_esta_informacion,no,59,8.837536046107568,0.6931471805599453,0.0,0.0,no
management,divorced,tertiary,no,yes,yes,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,44,8.240385115516334,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,20,apr,failure,yes,35,8.427706024914702,1.3862943611198906,5.799092654460526,2.079441541679836,no
blue-collar,married,no_aporto_esta_informacion,no,no,no,cellular,30,jan,otro_resultado,yes,55,8.11312710422178,0.6931471805599453,1.0986122886681098,1.3862943611198906,no
management,single,tertiary,no,yes,no,cellular,16,apr,no_aporto_esta_informacion,no,39,8.106212902619962,1.0986122886681098,0.0,0.0,no
services,single,secondary,no,yes,yes,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,36,8.21959545417708,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,33,8.308938252595778,1.6094379124341005,0.0,0.0,no
management,single,tertiary,no,no,no,no_aporto_esta_informacion,17,nov,failure,yes,48,9.343209045050608,0.6931471805599453,4.718498871295094,1.3862943611198906,no
management,single,tertiary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,33,8.106212902619962,1.6094379124341005,0.0,0.0,no
retired,married,no_aporto_esta_informacion,no,no,no,telephone,4,may,no_aporto_esta_informacion,no,67,8.296795865770052,1.0986122886681098,0.0,0.0,no
unemployed,divorced,secondary,no,yes,no,telephone,3,feb,no_aporto_esta_informacion,no,48,8.429672593886743,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,57,8.653645314551737,1.0986122886681098,0.0,0.0,no
housemaid,married,primary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,31,8.113726085970747,1.791759469228055,0.0,0.0,no
student,single,tertiary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,30,9.289890650734192,1.0986122886681098,0.0,0.0,no
entrepreneur,divorced,primary,no,no,no,cellular,29,jan,failure,yes,56,8.114922974204593,1.0986122886681098,5.429345628954441,0.6931471805599453,no
blue-collar,married,primary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,26,9.039670667922676,1.3862943611198906,0.0,0.0,no
management,married,secondary,no,yes,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,44,7.358193752733032,0.6931471805599453,0.0,0.0,no
technician,divorced,secondary,no,no,no,cellular,13,nov,success,yes,44,8.110427237575024,0.6931471805599453,4.532599493153256,0.6931471805599453,yes
management,married,tertiary,no,yes,no,cellular,21,nov,otro_resultado,yes,31,8.917712757131387,1.3862943611198906,4.605170185988092,2.302585092994046,yes
self-employed,married,no_aporto_esta_informacion,no,yes,no,cellular,15,may,no_aporto_esta_informacion,no,47,8.110427237575024,0.6931471805599453,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,21,nov,no_aporto_esta_informacion,no,30,8.13739583005665,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,yes,cellular,2,feb,no_aporto_esta_informacion,no,37,8.31434234336979,0.6931471805599453,0.0,0.0,no
admin.,divorced,primary,no,no,yes,cellular,10,jul,no_aporto_esta_informacion,no,56,8.106212902619962,0.6931471805599453,0.0,0.0,no
management,single,secondary,no,yes,yes,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,43,8.034955024502159,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,42,8.248790733696413,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,yes,no,cellular,8,jul,no_aporto_esta_informacion,no,60,8.303999970955196,0.6931471805599453,0.0,0.0,no
blue-collar,married,no_aporto_esta_informacion,no,yes,no,cellular,6,may,no_aporto_esta_informacion,no,34,8.118505067587098,2.302585092994046,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,22,jul,no_aporto_esta_informacion,no,34,8.160232492367689,1.6094379124341005,0.0,0.0,no
management,married,tertiary,no,no,yes,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,41,8.179199798423086,1.3862943611198906,0.0,0.0,no
management,divorced,secondary,no,no,no,cellular,21,nov,no_aporto_esta_informacion,no,38,8.101071503119543,1.6094379124341005,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,23,8.100464891029363,2.3978952727983707,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,13,may,no_aporto_esta_informacion,no,33,8.384575666801398,0.6931471805599453,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,cellular,6,may,no_aporto_esta_informacion,no,36,8.316789127071518,1.3862943611198906,0.0,0.0,no
unemployed,married,tertiary,no,no,no,cellular,22,may,failure,yes,49,8.213923595622743,0.6931471805599453,4.0943445622221,1.0986122886681098,no
admin.,divorced,secondary,no,yes,no,cellular,12,may,failure,yes,34,8.24117615049496,0.6931471805599453,5.860786223465865,1.791759469228055,yes
technician,divorced,secondary,no,yes,no,cellular,13,may,no_aporto_esta_informacion,no,40,7.986164860332727,1.791759469228055,0.0,0.0,no
retired,married,primary,no,no,no,cellular,24,apr,no_aporto_esta_informacion,no,72,8.321421586897879,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,43,8.111328003286733,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,11,may,failure,yes,44,8.386172928977834,1.3862943611198906,5.8805329864007,0.6931471805599453,no
admin.,married,secondary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,35,8.106212902619962,1.791759469228055,0.0,0.0,no
admin.,divorced,secondary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,46,9.277344600756656,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,17,apr,failure,yes,55,8.338066525518801,0.6931471805599453,5.0238805208462765,0.6931471805599453,no
technician,divorced,secondary,no,yes,yes,cellular,24,jul,no_aporto_esta_informacion,no,50,7.868636894184167,0.6931471805599453,0.0,0.0,no
blue-collar,single,no_aporto_esta_informacion,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,23,8.326516830239528,0.6931471805599453,0.0,0.0,no
student,married,no_aporto_esta_informacion,no,no,no,cellular,30,apr,no_aporto_esta_informacion,no,34,10.426202220694533,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,40,8.106212902619962,1.3862943611198906,0.0,0.0,no
retired,married,secondary,no,no,no,cellular,6,oct,no_aporto_esta_informacion,no,61,8.737452587550584,0.6931471805599453,0.0,0.0,yes
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,53,8.969032850034301,1.9459101490553128,0.0,0.0,no
technician,married,secondary,no,no,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,57,10.654903641220049,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,30,apr,no_aporto_esta_informacion,no,28,8.936166649549195,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,30,jul,no_aporto_esta_informacion,no,25,8.176672771948455,2.5649493574615367,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,38,8.156510226079966,0.6931471805599453,0.0,0.0,no
services,single,secondary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,27,8.181440695719374,2.3978952727983707,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,45,8.328934041955529,1.791759469228055,0.0,0.0,no
services,single,secondary,no,no,yes,cellular,2,feb,no_aporto_esta_informacion,no,31,8.238536930171769,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,39,8.61993026886735,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,29,aug,no_aporto_esta_informacion,no,42,8.106212902619962,2.5649493574615367,0.0,0.0,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,46,8.240648863374913,1.9459101490553128,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,36,8.118802996980035,1.6094379124341005,0.0,0.0,no
management,single,tertiary,no,yes,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,30,8.316300249036848,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,17,apr,no_aporto_esta_informacion,no,32,8.10892415597534,1.0986122886681098,0.0,0.0,no
technician,married,tertiary,no,no,no,cellular,28,jan,success,yes,52,8.677950570294351,1.791759469228055,5.3230099791384085,1.0986122886681098,yes
management,married,tertiary,no,no,no,cellular,27,apr,no_aporto_esta_informacion,no,31,8.649974302650056,0.6931471805599453,0.0,0.0,no
management,married,primary,no,no,no,no_aporto_esta_informacion,9,jun,no_aporto_esta_informacion,no,60,9.013108202446476,0.6931471805599453,0.0,0.0,no
blue-collar,single,secondary,no,yes,yes,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,35,8.213652703029998,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,38,8.21716859576607,0.6931471805599453,0.0,0.0,no
management,divorced,tertiary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,46,8.145839612936841,1.0986122886681098,0.0,0.0,no
entrepreneur,divorced,tertiary,no,yes,yes,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,45,8.431199478249262,1.3862943611198906,0.0,0.0,no
services,married,secondary,no,yes,no,cellular,12,may,no_aporto_esta_informacion,no,59,8.106212902619962,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,yes,cellular,30,jul,no_aporto_esta_informacion,no,34,8.733432966413652,2.079441541679836,0.0,0.0,no
technician,divorced,secondary,no,yes,no,cellular,7,may,no_aporto_esta_informacion,no,33,8.106212902619962,1.0986122886681098,0.0,0.0,no
management,single,secondary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,46,8.191463051326927,1.9459101490553128,0.0,0.0,no
admin.,married,secondary,no,yes,yes,cellular,29,jul,no_aporto_esta_informacion,no,48,8.19063168090354,1.9459101490553128,0.0,0.0,no
services,single,secondary,no,no,no,cellular,16,jul,no_aporto_esta_informacion,no,31,8.131530710604252,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,4,feb,failure,yes,32,8.107418811719974,1.0986122886681098,5.564520407322694,1.6094379124341005,no
blue-collar,divorced,primary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,35,7.911324018963353,0.6931471805599453,0.0,0.0,no
blue-collar,single,primary,no,no,no,cellular,2,feb,failure,yes,36,8.211211361793023,0.6931471805599453,5.402677381872279,0.6931471805599453,no
management,married,tertiary,no,yes,no,cellular,7,may,no_aporto_esta_informacion,no,52,7.645397699428633,1.6094379124341005,0.0,0.0,no
management,divorced,tertiary,no,no,no,no_aporto_esta_informacion,18,jun,no_aporto_esta_informacion,no,45,8.360305435879093,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,20,aug,no_aporto_esta_informacion,no,34,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,yes,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,25,7.910590612256477,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,26,8.103796712981794,1.0986122886681098,0.0,0.0,no
management,married,no_aporto_esta_informacion,no,no,no,cellular,30,sep,no_aporto_esta_informacion,no,57,8.106212902619962,0.6931471805599453,0.0,0.0,no
management,married,primary,no,yes,yes,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,48,8.178077463849608,0.6931471805599453,0.0,0.0,no
technician,married,no_aporto_esta_informacion,no,no,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,48,9.089076284483143,1.791759469228055,0.0,0.0,no
blue-collar,married,primary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,32,8.283241441385425,0.6931471805599453,0.0,0.0,no
retired,married,secondary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,58,8.109525659752872,0.6931471805599453,0.0,0.0,no
management,married,primary,no,yes,no,no_aporto_esta_informacion,4,jun,no_aporto_esta_informacion,no,57,8.035602692918582,0.6931471805599453,0.0,0.0,no
entrepreneur,married,tertiary,no,no,no,cellular,20,nov,no_aporto_esta_informacion,no,31,9.04852707581358,1.0986122886681098,0.0,0.0,no
blue-collar,single,secondary,no,no,no,cellular,18,may,no_aporto_esta_informacion,no,33,8.00469951054955,1.0986122886681098,0.0,0.0,no
entrepreneur,married,tertiary,no,yes,yes,cellular,17,nov,no_aporto_esta_informacion,no,53,8.631235907456897,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,27,feb,failure,yes,36,8.303999970955196,1.3862943611198906,4.605170185988092,2.19722457733622,no
technician,single,tertiary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,32,8.299037181613066,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,6,feb,failure,yes,45,8.316544717929398,1.6094379124341005,5.537334267018537,0.6931471805599453,no
unemployed,married,tertiary,no,yes,no,cellular,19,nov,no_aporto_esta_informacion,no,35,8.326274787396764,2.079441541679836,0.0,0.0,no
services,married,secondary,no,no,no,cellular,21,jul,no_aporto_esta_informacion,no,41,8.156510226079966,2.302585092994046,0.0,0.0,no
services,married,secondary,no,no,no,cellular,31,jul,no_aporto_esta_informacion,no,54,8.325306029752582,1.9459101490553128,0.0,0.0,no
services,married,secondary,no,no,no,cellular,8,aug,no_aporto_esta_informacion,no,49,8.327967858305488,1.6094379124341005,0.0,0.0,yes
technician,single,secondary,no,yes,no,cellular,12,may,otro_resultado,yes,28,8.469682208745185,0.6931471805599453,5.840641657373398,0.6931471805599453,no
blue-collar,single,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,24,8.228443883004033,2.5649493574615367,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,29,jan,no_aporto_esta_informacion,no,30,8.371936178759098,0.6931471805599453,0.0,0.0,no
self-employed,married,primary,no,yes,no,cellular,6,aug,no_aporto_esta_informacion,no,32,8.188966863648876,0.6931471805599453,0.0,0.0,no
entrepreneur,married,tertiary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,53,10.153662442901368,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,7,may,no_aporto_esta_informacion,no,42,8.598957493218878,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,48,9.068892008391808,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,yes,telephone,28,jul,no_aporto_esta_informacion,no,33,8.159374736775426,1.0986122886681098,0.0,0.0,no
blue-collar,divorced,secondary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,31,7.959625305098115,1.791759469228055,0.0,0.0,no
unemployed,divorced,primary,no,no,no,cellular,5,feb,no_aporto_esta_informacion,no,56,8.53405030848266,1.3862943611198906,0.0,0.0,no
retired,married,primary,no,no,no,cellular,4,aug,no_aporto_esta_informacion,no,58,8.106212902619962,0.6931471805599453,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,37,8.012680929706839,0.6931471805599453,0.0,0.0,no
management,married,primary,no,yes,no,cellular,17,apr,no_aporto_esta_informacion,no,59,8.643473357326567,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,14,aug,no_aporto_esta_informacion,no,50,8.415160465851086,1.3862943611198906,0.0,0.0,yes
housemaid,single,primary,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,39,8.138564737261632,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,6,may,no_aporto_esta_informacion,no,30,8.27664912542186,0.6931471805599453,0.0,0.0,no
services,divorced,secondary,no,yes,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,47,9.014447135152134,0.6931471805599453,0.0,0.0,no
self-employed,married,secondary,no,no,no,cellular,6,aug,no_aporto_esta_informacion,no,44,8.196436811235028,1.6094379124341005,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,16,apr,no_aporto_esta_informacion,no,38,8.190077049719049,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,12,aug,no_aporto_esta_informacion,no,50,8.423980809694058,1.0986122886681098,0.0,0.0,no
admin.,single,tertiary,no,yes,no,cellular,15,may,failure,yes,27,8.85180655855245,1.0986122886681098,5.863631175598097,1.791759469228055,no
retired,married,secondary,no,no,no,cellular,5,nov,no_aporto_esta_informacion,no,73,8.111928063310739,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,7,may,no_aporto_esta_informacion,no,46,8.148445666243235,0.6931471805599453,0.0,0.0,no
retired,divorced,secondary,no,no,yes,telephone,17,jul,no_aporto_esta_informacion,no,56,8.168202930236053,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,36,8.10892415597534,1.6094379124341005,0.0,0.0,yes
blue-collar,married,primary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,33,8.762333040602343,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,2,jun,no_aporto_esta_informacion,no,40,8.526945482858915,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,52,8.266164436612492,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,20,aug,no_aporto_esta_informacion,no,51,8.21932609390609,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,3,feb,no_aporto_esta_informacion,no,33,8.282735880201754,1.3862943611198906,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,54,8.152774052744075,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,44,8.74814616962193,1.0986122886681098,0.0,0.0,no
entrepreneur,married,secondary,no,yes,no,telephone,30,jul,no_aporto_esta_informacion,no,50,8.372398606513004,1.0986122886681098,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,cellular,26,apr,failure,yes,45,8.106212902619962,0.6931471805599453,5.262690188904886,1.6094379124341005,yes
management,married,tertiary,no,yes,no,cellular,4,aug,otro_resultado,yes,36,8.400209835930418,0.6931471805599453,5.204006687076795,1.0986122886681098,yes
technician,married,secondary,no,yes,no,cellular,2,mar,no_aporto_esta_informacion,no,42,9.019179866515024,1.0986122886681098,0.0,0.0,yes
technician,married,secondary,no,yes,no,cellular,18,nov,no_aporto_esta_informacion,no,37,8.300776960851454,1.0986122886681098,0.0,0.0,no
services,single,secondary,no,yes,yes,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,28,7.968319500012717,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,no,yes,no_aporto_esta_informacion,9,jun,no_aporto_esta_informacion,no,56,8.605387202152153,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,12,may,failure,yes,59,8.133587417660966,1.0986122886681098,5.860786223465865,0.6931471805599453,no
unemployed,married,secondary,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,32,8.109224953089955,1.6094379124341005,0.0,0.0,no
retired,married,primary,no,yes,no,cellular,15,jul,no_aporto_esta_informacion,no,57,8.423541635334782,0.6931471805599453,0.0,0.0,no
admin.,single,secondary,no,yes,no,telephone,21,nov,no_aporto_esta_informacion,no,49,8.3654396361887,1.3862943611198906,0.0,0.0,no
entrepreneur,married,no_aporto_esta_informacion,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,56,8.266164436612492,1.0986122886681098,0.0,0.0,no
admin.,divorced,no_aporto_esta_informacion,no,no,no,cellular,14,may,no_aporto_esta_informacion,no,48,8.08487062913819,0.6931471805599453,0.0,0.0,no
student,single,tertiary,no,yes,no,cellular,22,may,success,yes,27,8.860499167616016,0.6931471805599453,4.59511985013459,1.9459101490553128,yes
management,single,tertiary,no,yes,no,cellular,16,jul,no_aporto_esta_informacion,no,31,8.265907334155747,1.0986122886681098,0.0,0.0,no
blue-collar,single,secondary,no,no,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,28,8.119100837637486,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,36,8.22764270790443,0.6931471805599453,0.0,0.0,no
housemaid,married,primary,no,yes,no,telephone,9,jul,no_aporto_esta_informacion,no,58,8.106212902619962,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,yes,cellular,20,apr,failure,yes,46,8.106212902619962,1.0986122886681098,5.560681631015528,1.0986122886681098,no
management,single,tertiary,no,yes,no,cellular,7,aug,no_aporto_esta_informacion,no,32,8.239857411018601,1.3862943611198906,0.0,0.0,no
